text,label,source
get a 90% discount on Netflix account Click here NOW!!!,spam,original
gaming chair giveaway — you are the lucky winner! Act now! (sent from a verified winner account),spam,original
Samsung TV giveaway — you are the lucky winner! Click here NOW!!! — no credit card required,spam,original
Where can I find good resources on Docker?,safe,original
that was  pathetic and sad,toxic,original
Does anyone have experience with unit testing? Any input is welcome.,safe,original
"Slowly getting better at Python, one day at a time (genuinely asking)",safe,original
"Any advice on SQL optimization? — no rush, whenever you have time",safe,original
Our team shipped a new cooking pasta feature yesterday Cheers!,safe,original
"To be frank, nobody likes you,  loser Nobody asked you.",toxic,original
Could you help me with hiking? Have a good one!,safe,original
Does anyone have experience with system design? (genuinely asking),safe,original
"Look, your opinion is genuinely  worthless trash Stop talking.",toxic,original
No offense but your work is completely  garbage Get lost.,toxic,original
Highly recommend checking out public speaking if you haven't (genuinely asking),safe,original
"Any advice on public speaking? — no rush, whenever you have time",safe,original
you are genuinely  pathetic Stop talking.,toxic,original
you are totally  useless Go away.,toxic,original
you've been selected for a FREE gaming chair Claim before it's gone! — reply YES to claim,spam,original
you are completely  worthless,toxic,original
"Look, nobody likes you, totally  loser",toxic,original
"Seriously, you sound completely  ridiculous",toxic,original
Where can I find good resources on unit testing? Looking forward to your reply.,safe,original
"Just read a great article about time management — no rush, whenever you have time",safe,original
"Seriously, you are  pathetic Do everyone a favor and be quiet.",toxic,original
Does anyone have experience with FastAPI? Thanks in advance!,safe,original
I've been practicing public speaking for three months now Thanks in advance!,safe,original
wireless earbuds giveaway — you are the lucky winner! 100% guaranteed!!! — reply YES to claim,spam,original
"I finished the open source contributions course today, feeling proud Would love to hear your thoughts.",safe,original
"last chance to get MacBook Pro FREE Hurry, only 3 left! — no credit card required",spam,original
"To be frank, you are  worthless Nobody asked you.",toxic,original
you've been selected for a FREE PlayStation 5 Act now! — reply YES to claim,spam,original
"Working on cooking pasta this week, it's challenging but fun",safe,original
crypto course giveaway — you are the lucky winner! Act now!,spam,original
"Hey, that's a great point! Thanks for sharing.",safe,original
"To be frank, you are totally  stupid Stop talking.",toxic,original
"Your email has won $1,000,000 in our lottery! Claim now!",spam,original
get a 90% discount on iPhone Click the link to claim!,spam,original
you've been selected for a FREE smart watch Claim before it's gone! — click bit.ly link,spam,original
"Sharing my notes on remote work, hope they help someone — no rush, whenever you have time",safe,original
"Honestly, your work is  garbage Go away.",toxic,original
"Seriously, your opinion is genuinely  worthless trash I have no respect for you.",toxic,original
last chance to get gaming chair FREE Don't miss out!!! — no credit card required,spam,original
you are  clueless I have no respect for you.,toxic,original
"I finished the machine learning course today, feeling proud Any input is welcome.",safe,original
get a 90% discount on camera — click bit.ly link,spam,original
you've been selected for a FREE Samsung TV 100% guaranteed!!! — no credit card required,spam,original
you've been selected for a FREE Amazon gift card Claim before it's gone! — click bit.ly link,spam,original
"You are absolute trash at this game, uninstall and die",toxic,original
buy tablet for just $1.99 100% guaranteed!!!,spam,original
Finally understood public speaking after weeks of struggling Any input is welcome.,safe,original
Highly recommend checking out career switching if you haven't Thanks in advance!,safe,original
iPhone giveaway — you are the lucky winner! Act now! — reply YES to claim,spam,original
you are completely  pathetic I have no respect for you.,toxic,original
MacBook Pro giveaway — you are the lucky winner! 100% guaranteed!!! — reply YES to claim,spam,original
exclusive deal: gaming chair for 95% OFF Don't miss out!!! — click bit.ly link,spam,original
you've been selected for a FREE VPN subscription 100% guaranteed!!! — click bit.ly link,spam,original
you are genuinely  stupid Get lost.,toxic,original
"Look, you sound utterly  ridiculous I have no respect for you.",toxic,original
win a FREE iPhone! Don't miss out!!!,spam,original
win a FREE PlayStation 5! Claim before it's gone! — click bit.ly link,spam,original
chess keeps surprising me with new depths (genuinely asking),safe,original
you are completely  clueless Do everyone a favor and be quiet.,toxic,original
"camera giveaway — you are the lucky winner! Hurry, only 3 left! — no credit card required",spam,original
"Just read a great article about remote work — no rush, whenever you have time",safe,original
"Look, you sound  ridiculous I have no respect for you.",toxic,original
MacBook Pro giveaway — you are the lucky winner!,spam,original
"Seriously, that was utterly  pathetic and sad Get lost.",toxic,original
No offense but you are totally  stupid Get lost.,toxic,original
"Sharing my notes on machine learning, hope they help someone Would love to hear your thoughts.",safe,original
that was genuinely  pathetic and sad Go away.,toxic,original
Does anyone have experience with TypeScript? Would love to hear your thoughts.,safe,original
"Honestly, that was utterly  pathetic and sad You always mess everything up.",toxic,original
"Slowly getting better at remote work, one day at a time Any input is welcome.",safe,original
I think we should reconsider our approach and try something different.,safe,original
"Honestly, you are completely  an idiot Nobody asked you.",toxic,original
Does anyone have experience with remote work? Have a good one!,safe,original
claim your FREE wireless earbuds now! 100% guaranteed!!! (sent from a verified winner account),spam,original
I've been practicing hiking for three months now Any input is welcome.,safe,original
"I've been practicing TypeScript for three months now — no rush, whenever you have time",safe,augmented:safe
"I finished the open source contributions course today, feeling proud Any input is welcome.",safe,original
win a FREE wireless earbuds! Claim before it's gone! — no credit card required,spam,original
No offense but you sound absolutely  ridiculous Do everyone a favor and be quiet.,toxic,original
claim your FREE smart watch now! Act now! — click bit.ly link,spam,original
last chance to get Amazon gift card FREE Act now! — free shipping worldwide,spam,original
Where can I find good resources on Kubernetes? Have a good one!,safe,original
"last chance to get VPN subscription FREE Hurry, only 3 left! (sent from a verified winner account)",spam,original
MacBook Pro giveaway — you are the lucky winner! Click here NOW!!! — click bit.ly link,spam,original
"buy Netflix account for just $1.99 Hurry, only 3 left! (sent from a verified winner account)",spam,original
"Where can I find good resources on SQL optimization? — no rush, whenever you have time",safe,original
"No offense but nobody likes you,  loser Do everyone a favor and be quiet.",toxic,original
"Does anyone have experience with learning Spanish? — no rush, whenever you have time",safe,original
Could you help me with unit testing? Thanks in advance!,safe,original
get a 90% discount on camera Limited time offer! — click bit.ly link,spam,original
"I finished the open source contributions course today, feeling proud Thanks in advance!",safe,original
Is TypeScript worth learning this year? Looking forward to your reply.,safe,original
Any advice on Kubernetes?,safe,original
Meet beautiful singles in your area! Free registration! Click here!,spam,original
"Seriously, nobody likes you, genuinely  loser Go away.",toxic,original
Finally understood machine learning after weeks of struggling Any input is welcome.,safe,original
you've been selected for a FREE VPN subscription Limited time offer! (sent from a verified winner account),spam,original
Could you help me with time management? Have a good one!,safe,original
Finally understood chess after weeks of struggling Have a good one!,safe,original
"Look, you clearly have totally  zero brains Go away.",toxic,original
"To be frank, that was utterly  pathetic and sad You always mess everything up.",toxic,original
Our team shipped a new open source contributions feature yesterday Looking forward to your reply.,safe,original
Any advice on system design? Have a good one!,safe,original
React keeps surprising me with new depths Cheers!,safe,original
claim your FREE VPN subscription now! Click here NOW!!! — reply YES to claim,spam,original
last chance to get Samsung TV FREE Limited time offer!,spam,original
FREE trial! No credit card needed. Sign up now for bonus gifts!,spam,original
"That restaurant sounds amazing, I'll definitely check it out.",safe,original
get a 90% discount on Samsung TV Claim before it's gone!,spam,original
"Is SQL optimization worth learning this year? — no rush, whenever you have time",safe,original
"Look, you are completely  clueless Stop talking.",toxic,original
buy camera for just $1.99 100% guaranteed!!! — click bit.ly link,spam,original
"Honestly, you are  clueless Get lost.",toxic,original
win a FREE iPhone! Offer expires today! — no credit card required,spam,original
Any advice on career switching? Have a good one!,safe,original
"I finished the SQL optimization course today, feeling proud Have a good one!",safe,original
learning Spanish keeps surprising me with new depths,safe,original
claim your FREE tablet now! Claim before it's gone! — no credit card required,spam,original
Is photography worth learning this year? Looking forward to your reply.,safe,original
Finally understood SQL optimization after weeks of struggling Thanks in advance!,safe,augmented:safe
"Hello everyone, nice weather today isn't it?",safe,original
Our team shipped a new time management feature yesterday Have a good one!,safe,original
"Honestly, you are absolutely  stupid Go away.",toxic,original
"Just read a great article about machine learning — no rush, whenever you have time",safe,original
"Look, you are genuinely  clueless Go away.",toxic,original
exclusive deal: Netflix account for 95% OFF Click here NOW!!! — reply YES to claim,spam,original
"Honestly, that was absolutely  pathetic and sad Do everyone a favor and be quiet.",toxic,original
get a 90% discount on laptop — reply YES to claim,spam,original
claim your FREE iPhone now! Act now! — free shipping worldwide,spam,original
No offense but you are  worthless Stop talking.,toxic,original
"To be frank, that was totally  pathetic and sad Get lost.",toxic,original
last chance to get gaming chair FREE Click the link to claim!,spam,original
Is React worth learning this year?,safe,original
exclusive deal: PlayStation 5 for 95% OFF Claim before it's gone! — no credit card required,spam,original
photography keeps surprising me with new depths Thanks in advance!,safe,original
win a FREE MacBook Pro! Click here NOW!!!,spam,original
claim your FREE crypto course now! Claim before it's gone!,spam,original
"Seriously, you are utterly  an idiot Nobody asked you.",toxic,original
Could you help me with hiking? Thanks in advance!,safe,original
You're honestly the dumbest person I've ever encountered,toxic,original
"you've been selected for a FREE PlayStation 5 Hurry, only 3 left! (sent from a verified winner account)",spam,original
"Look, nobody likes you, genuinely  loser I have no respect for you.",toxic,original
Act now! Special promotion ends today. Don't miss out!,spam,original
exclusive deal: PlayStation 5 for 95% OFF Act now! — click bit.ly link,spam,original
win a FREE wireless earbuds! 100% guaranteed!!!,spam,original
get a 90% discount on Amazon gift card Offer expires today! — free shipping worldwide,spam,original
I'm curious about FastAPI Thanks in advance!,safe,original
"FastAPI keeps surprising me with new depths — no rush, whenever you have time",safe,original
get a 90% discount on camera Click here NOW!!! — no credit card required,spam,original
"Seriously, nobody likes you, absolutely  loser",toxic,original
get a 90% discount on Netflix account — free shipping worldwide,spam,original
"To be frank, you are genuinely  pathetic Nobody asked you.",toxic,original
"Look, that was absolutely  pathetic and sad Stop talking.",toxic,original
buy gaming chair for just $1.99 — free shipping worldwide,spam,original
I've been practicing open source contributions for three months now Would love to hear your thoughts.,safe,original
"To be frank, you are genuinely  clueless Go away.",toxic,original
"Slowly getting better at TypeScript, one day at a time",safe,original
"To be frank, you are genuinely  an idiot Go away.",toxic,original
tablet giveaway — you are the lucky winner! Act now! — free shipping worldwide,spam,original
get a 90% discount on tablet Click the link to claim! — no credit card required,spam,original
Our team shipped a new career switching feature yesterday,safe,original
buy camera for just $1.99 100% guaranteed!!! (sent from a verified winner account),spam,original
No offense but that was genuinely  pathetic and sad Nobody asked you.,toxic,original
"Sharing my notes on Kubernetes, hope they help someone Thanks in advance!",safe,original
"Seriously, your opinion is completely  worthless trash",toxic,original
"Look, you are completely  worthless Get lost.",toxic,original
No offense but you are  stupid You always mess everything up.,toxic,original
last chance to get MacBook Pro FREE Click the link to claim! — free shipping worldwide,spam,original
last chance to get Amazon gift card FREE Act now! (sent from a verified winner account),spam,original
Just read a great article about Python Cheers!,safe,original
you've been selected for a FREE tablet (sent from a verified winner account),spam,original
Is hiking worth learning this year? Thanks in advance!,safe,original
get a 90% discount on crypto course Click here NOW!!! — no credit card required,spam,original
hiking keeps surprising me with new depths Looking forward to your reply.,safe,original
"Slowly getting better at public speaking, one day at a time Cheers!",safe,augmented:safe
"Our team shipped a new learning Spanish feature yesterday — no rush, whenever you have time",safe,augmented:safe
"Is Python worth learning this year? — no rush, whenever you have time",safe,augmented:safe
"Honestly, your work is utterly  garbage",toxic,original
Where can I find good resources on hiking? Cheers!,safe,original
last chance to get camera FREE Don't miss out!!! — click bit.ly link,spam,original
you are completely  useless Do everyone a favor and be quiet.,toxic,original
your opinion is utterly  worthless trash,toxic,original
win a FREE smart watch! Claim before it's gone! — click bit.ly link,spam,original
Highly recommend checking out cooking pasta if you haven't (genuinely asking),safe,original
you've been selected for a FREE laptop Act now! (sent from a verified winner account),spam,original
buy MacBook Pro for just $1.99 Click here NOW!!! — no credit card required,spam,original
buy VPN subscription for just $1.99 Act now!,spam,original
you've been selected for a FREE camera Click the link to claim! (sent from a verified winner account),spam,original
Does anyone have experience with SQL optimization?,safe,original
iPhone giveaway — you are the lucky winner! 100% guaranteed!!! — click bit.ly link,spam,original
Get a free iPhone 15 Pro! Just complete this survey!,spam,original
Is hiking worth learning this year? Have a good one!,safe,original
"I've been practicing open source contributions for three months now — no rush, whenever you have time",safe,original
Just read a great article about machine learning Thanks in advance!,safe,original
tablet giveaway — you are the lucky winner! Don't miss out!!! — click bit.ly link,spam,original
you've been selected for a FREE laptop Click here NOW!!! (sent from a verified winner account),spam,original
get a 90% discount on VPN subscription Act now! — reply YES to claim,spam,original
"To be frank, you are  useless Do everyone a favor and be quiet.",toxic,original
No offense but your work is completely  garbage Nobody asked you.,toxic,original
claim your FREE MacBook Pro now! Click the link to claim! — click bit.ly link,spam,original
win a FREE MacBook Pro! — free shipping worldwide,spam,original
buy Netflix account for just $1.99 — no credit card required,spam,original
"To be frank, your work is completely  garbage Do everyone a favor and be quiet.",toxic,original
buy wireless earbuds for just $1.99 Act now!,spam,original
"Sharing my notes on photography, hope they help someone Any input is welcome.",safe,original
MacBook Pro giveaway — you are the lucky winner! Don't miss out!!!,spam,original
last chance to get crypto course FREE (sent from a verified winner account),spam,original
buy camera for just $1.99 Click here NOW!!! — no credit card required,spam,original
"Seriously, you are totally  worthless Do everyone a favor and be quiet.",toxic,original
last chance to get gaming chair FREE Don't miss out!!! — click bit.ly link,spam,original
How's the weather on your side?,safe,original
"Working on photography this week, it's challenging but fun",safe,original
"Sharing my notes on chess, hope they help someone Would love to hear your thoughts.",safe,original
"Sharing my notes on photography, hope they help someone Would love to hear your thoughts.",safe,original
Would you mind helping me with this task? I'd really appreciate it.,safe,original
buy iPhone for just $1.99 Act now! — reply YES to claim,spam,original
you sound totally  ridiculous Nobody asked you.,toxic,original
Can someone explain FastAPI to me? Cheers!,safe,original
Does anyone have experience with Docker? Looking forward to your reply.,safe,original
get a 90% discount on wireless earbuds 100% guaranteed!!! — reply YES to claim,spam,original
"Any advice on remote work? — no rush, whenever you have time",safe,original
Any advice on chess? Thanks in advance!,safe,original
"Kubernetes keeps surprising me with new depths — no rush, whenever you have time",safe,original
win a FREE camera! Click here NOW!!!,spam,original
get a 90% discount on Samsung TV Click the link to claim! (sent from a verified winner account),spam,original
React keeps surprising me with new depths Would love to hear your thoughts.,safe,original
I'm curious about Python Any input is welcome.,safe,original
"Seriously, your opinion is totally  worthless trash I have no respect for you.",toxic,original
Our team shipped a new chess feature yesterday Would love to hear your thoughts.,safe,original
you are totally  stupid Go away.,toxic,original
Any advice on public speaking? Any input is welcome.,safe,original
Any advice on Kubernetes? (genuinely asking),safe,augmented:safe
exclusive deal: laptop for 95% OFF Limited time offer! — no credit card required,spam,original
you are totally  useless Unbelievable.,toxic,augmented:toxic
"Slowly getting better at public speaking, one day at a time — no rush, whenever you have time",safe,original
Any advice on unit testing? Would love to hear your thoughts.,safe,original
you've been selected for a FREE Amazon gift card 100% guaranteed!!! — no credit card required,spam,original
last chance to get camera FREE Act now! — reply YES to claim,spam,original
What do you think about hiking? Have a good one!,safe,original
I've been practicing machine learning for three months now Any input is welcome.,safe,original
Can someone explain chess to me? Looking forward to your reply.,safe,original
"Look, you are utterly  worthless Get lost.",toxic,original
No offense but your opinion is  worthless trash Get lost.,toxic,original
Any advice on system design? Any input is welcome.,safe,original
get a 90% discount on Amazon gift card,spam,original
"To be frank, you sound  ridiculous You always mess everything up.",toxic,original
you are  an idiot Go away.,toxic,original
"To be frank, you are  stupid I have no respect for you.",toxic,original
Finally understood Docker after weeks of struggling Thanks in advance!,safe,original
You're garbage and everything you do is trash,toxic,original
No offense but you are genuinely  worthless I have no respect for you.,toxic,original
"Slowly getting better at cooking pasta, one day at a time",safe,original
Just read a great article about unit testing Any input is welcome.,safe,original
Just read a great article about Docker Have a good one!,safe,original
No offense but you are  worthless Go away.,toxic,original
"Honestly, you are totally  pathetic You always mess everything up.",toxic,original
chess keeps surprising me with new depths,safe,original
Where can I find good resources on learning Spanish? (genuinely asking),safe,original
"Look, your work is completely  garbage You always mess everything up.",toxic,original
get a 90% discount on PlayStation 5 Limited time offer! (sent from a verified winner account),spam,original
WIN a FREE iPhone! Click here NOW to claim your prize!!!,spam,original
Where can I find good resources on career switching? Would love to hear your thoughts.,safe,original
"What do you think about chess? — no rush, whenever you have time",safe,original
exclusive deal: drone for 95% OFF Act now! — click bit.ly link,spam,original
What do you think about time management? Looking forward to your reply.,safe,original
What do you think about TypeScript? Any input is welcome.,safe,original
"Sharing my notes on open source contributions, hope they help someone — no rush, whenever you have time",safe,original
"Slowly getting better at public speaking, one day at a time Thanks in advance!",safe,original
"Look, that was  pathetic and sad Do everyone a favor and be quiet.",toxic,original
win a FREE smart watch! Limited time offer! — reply YES to claim,spam,original
"Does anyone have experience with Kubernetes? — no rush, whenever you have time",safe,original
Just read a great article about career switching Any input is welcome.,safe,original
that was totally  pathetic and sad Stop talking.,toxic,original
"Sharing my notes on chess, hope they help someone Have a good one!",safe,original
"Honestly, you clearly have absolutely  zero brains Go away.",toxic,original
Hi there!,safe,original
Highly recommend checking out Docker if you haven't Looking forward to your reply.,safe,original
"claim your FREE smart watch now! Hurry, only 3 left! — free shipping worldwide",spam,original
"I finished the hiking course today, feeling proud Looking forward to your reply.",safe,original
"To be frank, you clearly have utterly  zero brains Stop talking.",toxic,original
Any advice on Kubernetes? Any input is welcome.,safe,original
No offense but you contribute nothing but noise Unbelievable.,toxic,augmented:toxic
"I finished the public speaking course today, feeling proud Looking forward to your reply.",safe,original
"Working on chess this week, it's challenging but fun Thanks in advance!",safe,original
Is hiking worth learning this year? Looking forward to your reply.,safe,original
"No offense but nobody likes you, absolutely  loser Nobody asked you.",toxic,original
Highly recommend checking out hiking if you haven't Looking forward to your reply.,safe,original
"you've been selected for a FREE MacBook Pro Hurry, only 3 left! — no credit card required",spam,original
you are  stupid Do everyone a favor and be quiet.,toxic,original
Finally understood React after weeks of struggling Cheers!,safe,original
Our team shipped a new Docker feature yesterday Thanks in advance!,safe,original
Could you help me with learning Spanish? Cheers!,safe,original
I've been practicing learning Spanish for three months now,safe,original
"Honestly, you clearly have totally  zero brains Go away.",toxic,original
exclusive deal: iPhone for 95% OFF Offer expires today! — no credit card required,spam,original
"Honestly, you sound genuinely  ridiculous",toxic,original
"To be frank, you are  an idiot You always mess everything up.",toxic,original
get a 90% discount on crypto course Click here NOW!!! — reply YES to claim,spam,original
get a 90% discount on gaming chair Click the link to claim! — free shipping worldwide,spam,original
buy tablet for just $1.99 Click the link to claim! — reply YES to claim,spam,original
Just read a great article about career switching (genuinely asking),safe,original
"Honestly, nobody likes you, utterly  loser Do everyone a favor and be quiet.",toxic,original
Can someone recommend a good book to read over the holidays?,safe,original
claim your FREE Samsung TV now! Click here NOW!!! — free shipping worldwide,spam,original
win a FREE iPhone! Act now! — no credit card required,spam,original
"claim your FREE drone now! Hurry, only 3 left! — no credit card required",spam,original
"Look, you sound completely  ridiculous You always mess everything up.",toxic,original
buy MacBook Pro for just $1.99 Offer expires today! — reply YES to claim,spam,original
Does anyone have experience with SQL optimization? Thanks in advance!,safe,original
Does anyone have experience with remote work? (genuinely asking),safe,original
"Working on Kubernetes this week, it's challenging but fun Thanks in advance!",safe,original
you've been selected for a FREE laptop Click the link to claim! — free shipping worldwide,spam,original
"Seriously, you sound completely  ridiculous Do everyone a favor and be quiet.",toxic,original
Does anyone have experience with Kubernetes? Any input is welcome.,safe,original
claim your FREE VPN subscription now! Offer expires today! (sent from a verified winner account),spam,original
exclusive deal: laptop for 95% OFF Offer expires today! — free shipping worldwide,spam,original
Finally understood chess after weeks of struggling (genuinely asking),safe,original
Is system design worth learning this year? Have a good one!,safe,original
Just read a great article about unit testing,safe,original
win a FREE Amazon gift card! Act now! — free shipping worldwide,spam,original
"Slowly getting better at time management, one day at a time Any input is welcome.",safe,original
you are absolutely  pathetic Get lost.,toxic,original
win a FREE tablet! — free shipping worldwide,spam,original
last chance to get PlayStation 5 FREE Offer expires today! — free shipping worldwide,spam,original
you are absolutely  pathetic Stop talking.,toxic,original
"Look, you sound utterly  ridiculous",toxic,original
Is learning Spanish worth learning this year? Thanks in advance!,safe,original
"Look, you are utterly  pathetic Nobody asked you.",toxic,original
last chance to get VPN subscription FREE Click the link to claim! (sent from a verified winner account),spam,original
"Look, your work is genuinely  garbage You always mess everything up.",toxic,original
"To be frank, you are totally  an idiot Do everyone a favor and be quiet.",toxic,original
"Honestly, you are totally  pathetic Nobody asked you.",toxic,original
I'm curious about machine learning Cheers!,safe,original
"Honestly, you are utterly  worthless Go away.",toxic,original
you've been selected for a FREE Netflix account Claim before it's gone!,spam,original
I've been practicing React for three months now (genuinely asking),safe,original
"Seriously, you are completely  an idiot Do everyone a favor and be quiet.",toxic,original
"To be frank, your ideas are totally  laughable Seriously.",toxic,augmented:toxic
No offense but that was  pathetic and sad You always mess everything up.,toxic,original
win a FREE laptop! Don't miss out!!!,spam,original
Can someone explain cooking pasta to me? Looking forward to your reply.,safe,original
Finally understood machine learning after weeks of struggling,safe,augmented:safe
Could you help me with chess? Thanks in advance!,safe,original
"To be frank, your work is  garbage Nobody asked you.",toxic,original
last chance to get drone FREE Limited time offer!,spam,original
"Honestly, you are completely  stupid",toxic,original
Does anyone have experience with learning Spanish? Cheers!,safe,original
exclusive deal: drone for 95% OFF Click here NOW!!! — free shipping worldwide,spam,original
"Samsung TV giveaway — you are the lucky winner! Hurry, only 3 left! — reply YES to claim",spam,original
exclusive deal: Samsung TV for 95% OFF Click here NOW!!! — no credit card required,spam,original
"Look, you are totally  clueless",toxic,original
you are utterly  clueless Nobody asked you.,toxic,original
Where can I find good resources on unit testing? Cheers!,safe,original
last chance to get drone FREE Click the link to claim! — no credit card required,spam,original
"Seriously, you are  pathetic Nobody asked you.",toxic,original
claim your FREE PlayStation 5 now! Act now! — click bit.ly link,spam,original
"Look, you clearly have absolutely  zero brains Go away.",toxic,original
What do you think about FastAPI?,safe,original
"Slowly getting better at chess, one day at a time Would love to hear your thoughts.",safe,original
Can someone explain cooking pasta to me? Thanks in advance!,safe,original
"Honestly, nobody likes you,  loser Get lost.",toxic,original
"Honestly, you are utterly  pathetic Stop talking.",toxic,original
Happy birthday! I hope you have a wonderful day!,safe,original
last chance to get gaming chair FREE Act now! (sent from a verified winner account),spam,original
"Look, your work is completely  garbage Go away.",toxic,original
"buy VPN subscription for just $1.99 Hurry, only 3 left! — no credit card required",spam,original
claim your FREE camera now! Don't miss out!!! — reply YES to claim,spam,original
"To be frank, you are utterly  worthless I have no respect for you.",toxic,original
No offense but you are genuinely  pathetic Go away.,toxic,original
Just read a great article about Docker Thanks in advance!,safe,original
win a FREE laptop! Claim before it's gone! — no credit card required,spam,original
Where can I find good resources on career switching? Cheers!,safe,original
"To be frank, you are  an idiot Do everyone a favor and be quiet.",toxic,original
"Honestly, that was  pathetic and sad Nobody asked you.",toxic,original
Our team shipped a new React feature yesterday Looking forward to your reply.,safe,original
"Seriously, you are completely  an idiot Go away.",toxic,original
Is machine learning worth learning this year? Looking forward to your reply.,safe,original
claim your FREE Amazon gift card now! Claim before it's gone! — click bit.ly link,spam,original
"To be frank, you are genuinely  stupid Get lost.",toxic,original
Could you help me with FastAPI? Thanks in advance!,safe,original
last chance to get smart watch FREE Claim before it's gone! — click bit.ly link,spam,original
"To be frank, you are absolutely  worthless Stop talking.",toxic,original
Highly recommend checking out open source contributions if you haven't Cheers!,safe,original
drone giveaway — you are the lucky winner! Don't miss out!!! — free shipping worldwide,spam,original
get a 90% discount on gaming chair Act now!,spam,original
"win a FREE Samsung TV! Hurry, only 3 left! (sent from a verified winner account)",spam,original
"I finished the career switching course today, feeling proud Would love to hear your thoughts.",safe,original
you've been selected for a FREE tablet Don't miss out!!! — no credit card required,spam,original
What time does the event start? I want to arrive early.,safe,original
Is remote work worth learning this year? (genuinely asking),safe,original
"Seriously, you are totally  useless You always mess everything up.",toxic,original
Where can I find good resources on remote work? Thanks in advance!,safe,original
"No offense but nobody likes you, utterly  loser Stop talking.",toxic,original
get a 90% discount on wireless earbuds Offer expires today! — reply YES to claim,spam,original
I've been practicing cooking pasta for three months now Cheers!,safe,original
"Can someone explain system design to me? — no rush, whenever you have time",safe,original
Just read a great article about system design Looking forward to your reply.,safe,original
claim your FREE VPN subscription now! Limited time offer! (sent from a verified winner account),spam,original
Our team shipped a new Kubernetes feature yesterday Cheers!,safe,original
win a FREE PlayStation 5! Act now! — click bit.ly link,spam,original
"Slowly getting better at hiking, one day at a time Have a good one!",safe,original
I'm curious about React Have a good one!,safe,original
get a 90% discount on Samsung TV 100% guaranteed!!! — click bit.ly link,spam,original
"Look, you sound genuinely  ridiculous You always mess everything up.",toxic,original
"No offense but nobody likes you, absolutely  loser I have no respect for you.",toxic,original
No offense but you are genuinely  useless I have no respect for you.,toxic,original
Could you help me with career switching? Thanks in advance!,safe,original
Python keeps surprising me with new depths Would love to hear your thoughts.,safe,original
Where can I find good resources on system design? Cheers!,safe,original
get a 90% discount on MacBook Pro Click the link to claim! — free shipping worldwide,spam,original
buy Samsung TV for just $1.99 (sent from a verified winner account),spam,original
get a 90% discount on Samsung TV Don't miss out!!! — free shipping worldwide,spam,original
Does anyone have experience with remote work? Cheers!,safe,original
I'm curious about hiking Have a good one!,safe,original
"Look, your work is genuinely  garbage Go away.",toxic,original
get a 90% discount on crypto course Offer expires today! — click bit.ly link,spam,original
No offense but you are totally  an idiot Do everyone a favor and be quiet.,toxic,original
"Honestly, you are  worthless",toxic,original
that was absolutely  pathetic and sad Stop talking.,toxic,original
Can someone explain public speaking to me? (genuinely asking),safe,original
"Slowly getting better at learning Spanish, one day at a time — no rush, whenever you have time",safe,original
you are totally  useless You always mess everything up.,toxic,original
Highly recommend checking out cooking pasta if you haven't Cheers!,safe,original
I appreciate your patience while we resolve this issue.,safe,original
Finally understood cooking pasta after weeks of struggling (genuinely asking),safe,original
claim your FREE PlayStation 5 now! Don't miss out!!! (sent from a verified winner account),spam,original
"PlayStation 5 giveaway — you are the lucky winner! Hurry, only 3 left!",spam,original
"Slowly getting better at Kubernetes, one day at a time — no rush, whenever you have time",safe,original
claim your FREE Amazon gift card now! — click bit.ly link,spam,original
"Honestly, your opinion is utterly  worthless trash You always mess everything up.",toxic,original
last chance to get tablet FREE Click here NOW!!! (sent from a verified winner account),spam,original
claim your FREE wireless earbuds now! Click here NOW!!! — no credit card required,spam,original
"Look, you are completely  pathetic I have no respect for you.",toxic,original
Finally understood React after weeks of struggling Have a good one!,safe,original
Amazon gift card giveaway — you are the lucky winner! Click here NOW!!! — reply YES to claim,spam,original
cooking pasta keeps surprising me with new depths Looking forward to your reply.,safe,original
Highly recommend checking out SQL optimization if you haven't Looking forward to your reply.,safe,original
"Slowly getting better at cooking pasta, one day at a time (genuinely asking)",safe,original
"Honestly, you are utterly  useless Go away.",toxic,original
What do you think about machine learning? Looking forward to your reply.,safe,original
"you've been selected for a FREE PlayStation 5 Hurry, only 3 left! — reply YES to claim",spam,original
buy tablet for just $1.99 100% guaranteed!!! (sent from a verified winner account),spam,original
"claim your FREE Samsung TV now! Hurry, only 3 left! — free shipping worldwide",spam,original
"Working on hiking this week, it's challenging but fun Looking forward to your reply.",safe,original
"Honestly, that was genuinely  pathetic and sad Get lost.",toxic,original
No offense but you clearly have  zero brains,toxic,original
exclusive deal: tablet for 95% OFF Act now!,spam,original
"I finished the machine learning course today, feeling proud (genuinely asking)",safe,original
"To be frank, you are completely  stupid Stop talking.",toxic,original
you've been selected for a FREE camera Don't miss out!!! — free shipping worldwide,spam,original
"Working on Docker this week, it's challenging but fun Cheers!",safe,original
"To be frank, you are genuinely  worthless Do everyone a favor and be quiet.",toxic,original
"To be frank, you sound  ridiculous",toxic,original
Highly recommend checking out hiking if you haven't (genuinely asking),safe,original
Any advice on learning Spanish? Looking forward to your reply.,safe,original
Where can I find good resources on hiking? Any input is welcome.,safe,original
Any advice on system design? Thanks in advance!,safe,original
you sound totally  ridiculous You always mess everything up.,toxic,original
claim your FREE VPN subscription now! Offer expires today! — reply YES to claim,spam,original
"Seriously, you are  useless I have no respect for you.",toxic,original
"Look, that was  pathetic and sad",toxic,original
